Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
Illusions perdues,Honoré de Balzac,"Social life and customs, Translations into Chinese, Fiction",5.0,1.0,"AT the time when this story begins, the Stanhope press and inking-rollers were not yet in use in small provincial printing-offices.",664,7539617241,vie,1837,https://covers.openlibrary.org/b/id/5752320-L.jpg,https://openlibrary.org/works/OL85241W
"Erinnerungen, Träume, Gedanken",Carl Gustav Jung,"Biography, Psychoanalysts, Biographies",4.142857,7.0,No description available,422,3530407348,fre,1961,https://covers.openlibrary.org/b/id/6538633-L.jpg,https://openlibrary.org/works/OL95094W
Chinese Cinderella,Adeline Yen Mah,"Social life and customs, Juvenile Nonfiction, Young Adult Fiction",4.5,6.0,"As soon as I got home from school, Aunt Baba noticed the silver medal dangling from the left breast pocket of my uniform.",224,0141359412,eng,1999,https://covers.openlibrary.org/b/id/239655-L.jpg,https://openlibrary.org/works/OL121492W
Poems (Lover's Complaint / Passionate Pilgrim / Phoenix and the Turtle / Rape of Lucrece / Sonnets / Venus and Adonis),William Shakespeare,"Poetry (poetic works by one author), Shakespeare, william, 1564-1616, poetical works, English Sonnets",4.0,2.0,"Many editions of Shakespeare's poems, and of the Sonnets in particular, present themselves as having solved some or all of the many unanswered questions which surround these works.",256,9780174435655,eng,1771,https://covers.openlibrary.org/b/id/8774996-L.jpg,https://openlibrary.org/works/OL16048229W
Чернобыльская молитва,Светлана Алексиевич,"Chernobyl Nuclear Accident, Chornobylʹ, Ukraine, 1986, Environmental aspects, Environmental aspects of Chernobyl Nuclear Accident, Chornobylʹ, Ukraine, 1986",4.4,15.0,I don't know what I should talk about-about death or about love?,304,9780312425845,rus,1997,https://covers.openlibrary.org/b/id/9310554-L.jpg,https://openlibrary.org/works/OL1725867W
Liar's Poker,Michael Lewis,"Salomon Brothers, Brokers, Biography",4.0740743,27.0,No description available,304,0140143440,und,1989,https://covers.openlibrary.org/b/id/204556-L.jpg,https://openlibrary.org/works/OL7944812W
Tuḥfat al-nuẓẓār fī gharāʾib al-amṣār wa-ʻajāʾib al-asfār,Ibn Batuta,"Biography, Description and travel, Early works to 1800",5.0,4.0,"Ibn Battuta, who was born at Tangier in North Africa in 1304 and died not far from there some sixty-five years later, was the greatest of the pre-modern travellers and will go down in history as being notable among the travellers of all time.",397,1558763368,eng,1829,https://covers.openlibrary.org/b/id/4664124-L.jpg,https://openlibrary.org/works/OL43613W
Lean In,Sheryl Sandberg,"Sandberg, Sheryl, Psykologi, Assertiveness in women",3.6666667,18.0,No description available,292,750864624X,vie,1799,https://covers.openlibrary.org/b/id/7254305-L.jpg,https://openlibrary.org/works/OL16802331W
The plays of Oscar Wilde,Oscar Wilde,"Books, Correspondence, Criticism",4.5,2.0,No description available,446,1840224185,jpn,1905,https://covers.openlibrary.org/b/id/6984380-L.jpg,https://openlibrary.org/works/OL14877434W
A Moveable Feast,Ernest Hemingway,"Correspondence, Autobiography, American Novelists",4.0,4.0,THEN there was the bad weather.,209,9788432200991,cze,1964,https://covers.openlibrary.org/b/id/7268728-L.jpg,https://openlibrary.org/works/OL63064W
De vita Caesarum,Suetonius,"Roman emperors, History, Emperors",,,"Publius Terentius Afer, a native of Carthage, was a slave, at Rome, of the senator Terentius Lucanus, who, struck by his abilities and handsome person, gave him not only a liberal education in his youth, but his freedom when he arrived at years of maturity.",316,9798455152139,eng,1470,https://covers.openlibrary.org/b/id/8242755-L.jpg,https://openlibrary.org/works/OL812798W
Dr. ​Mengele boncolóorvosa voltam az auschwitzi krematóriumban,Miklós Nyiszli,"Holocaust, Atrocities, Auschwitz (Concentration camp)",4.8,5.0,No description available,174,9780449205464,heb,1960,https://covers.openlibrary.org/b/id/6822749-L.jpg,https://openlibrary.org/works/OL3931534W
The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Cancer, Cell culture, Research",4.2619047,42.0,No description available,381,0330533444,eng,2009,https://covers.openlibrary.org/b/id/8364866-L.jpg,https://openlibrary.org/works/OL13850788W
Mindhunter,John E. Douglas,"Psychology, Serial murderers, Officials and employees",3.857143,14.0,Put yourself in the position of the hunter.,397,0684864479,eng,1995,https://covers.openlibrary.org/b/id/490333-L.jpg,https://openlibrary.org/works/OL119421W
The Devil in the White City,Erik Larson,"Social life and customs, Murder, Open Library Staff Picks",3.9508197,61.0,A thousand trains a day entered or left Chicago.,496,9780375725609,eng,2003,https://covers.openlibrary.org/b/id/541027-L.jpg,https://openlibrary.org/works/OL20262W
Typee,Herman Melville,"Fiction, Indigenous peoples, Sailors",3.5,2.0,SIX months at sea!,335,0141439009,eng,1840,https://covers.openlibrary.org/b/id/9341648-L.jpg,https://openlibrary.org/works/OL102748W
The Life of Charlotte Bronte,Elizabeth Cleghorn Gaskell,"English Novelists, Biography, English Authors",,,"THE Leeds and Bradford railway runs along a deep valley of the Aire; a slow and sluggish stream, compared to the neighbouring river of Wharfe.",452,0342245805,eng,1857,https://covers.openlibrary.org/b/id/2748823-L.jpg,https://openlibrary.org/works/OL1103197W
Historia verdadera de la conquista de la Nueva España,Bernal Díaz del Castillo,"History, Cannibalism, Indians of Mexico",2.0,2.0,"I, Bernal Diaz del Castillo, citizen and Regidor of the most loyal city of Santiago de Guatemala, one of the first discoverers and conquerors of New Spain and its provinces, and the Cape of Honduras and all that lies within that land a Native of the very noble and distinguished town of Medina del Campo, and the son of its former Regidor, Francisco Diaz del Castillo, who was also called ""The graceful"" (may his soul rest in glory),speak about that which concerns myself and all the true con my companions who served His Majesty by discover, conquering, pacifying, and settling most of the provinces of New Spain, and that it is one of the best countries yet dis in the New World, we found out by our own efforts without His Majesty knowing anything about it.",478,0511686978,eng,1632,https://covers.openlibrary.org/b/id/5858039-L.jpg,https://openlibrary.org/works/OL2974718W
A heartbreaking work of staggering genius,Dave Eggers,"Death, Brothers, Family",3.7419355,31.0,No description available,437,9780330456715,ita,2000,https://covers.openlibrary.org/b/id/8300013-L.jpg,https://openlibrary.org/works/OL114661W
Venus and Adonis,William Shakespeare,"Poetry, Adonis (Greek deity), Venus (Roman deity)",,,No description available,55,0585066051,eng,1593,https://covers.openlibrary.org/b/id/8982674-L.jpg,https://openlibrary.org/works/OL362672W
To Be a Slave (Plus),Julius Lester,"Slaves, Social conditions, Biography",4.8,5.0,My name is Nicole Sparks.,160,9780140306200,eng,1968,https://covers.openlibrary.org/b/id/4985762-L.jpg,https://openlibrary.org/works/OL1814435W
De officiis,Cicero,"Ancient Ethics, Biography, Concordances",,,No description available,255,8879160494,eng,1465,https://covers.openlibrary.org/b/id/6487218-L.jpg,https://openlibrary.org/works/OL67551W
Fate Is the Hunter,Ernest K. Gann,"Air pilots, American Novelists, Biography",4.6666665,3.0,"Jest to zbeletryzowana biografia amerykańskiego pilota pasażerskiego, obejmująca trudny okres powstawania i formowania sie lotnictwa pasażerskiego. 

„Los jest myśliwym"" (Fate is the hunter) to zbeletryzowana autobiografia amerykańskiego pilota pasażerskiego rozmiłowanego w swoim zawodzie, obejmująca trudny okres powstawanie i formowania się lotnictwa pasażerskiego, które w dwudziestoleciu międzywojennym i w czasie II wojny światowej z niezbyt pewnego i popularnego środka komunikacji przekształciło się w potęgę, jaką jest obecnie. 

Ernest Kellogg Gann urodził się w 1910 w Lincoln, w stanie Nebraska. Po ukończeniu akademii wojskowej dwa lata studiuje w Yale. Swoją lotniczą karierę trwającą siedemnaście lat zaczyna jako amator. Pod koniec lat trzydziestych zgłasza się na kurs pilotów transportowych, zorganizowany przez jedną z firm lotniczych, a następnie pracuje przez pewien czas na liniach krajowych. W 1941 roku Gann jest w pierwszej grupie lotników tworzących zalążek słynnego Air Transport Command, jedynej w swoim rodzaju formacji cywilnej na usługach wojska.",386,9781908059086,pol,1961,https://covers.openlibrary.org/b/id/8447246-L.jpg,https://openlibrary.org/works/OL4416196W
Das Mädchen Anne Frank,Melissa Müller,"Biography, Jewish children in the Holocaust, Holocaust, Jewish (1939-1945)",3.3333333,3.0,Hush. Be quiet. Whisper. Walk softly . . . take off your shoes.,352,9783550090776,dut,1998,https://covers.openlibrary.org/b/id/6731960-L.jpg,https://openlibrary.org/works/OL1897469W
Born a Crime,Trevor Noah,"apartheid, PERFORMING ARTS, HUMOR",4.571429,56.0,No description available,304,0385689241,ger,2016,https://covers.openlibrary.org/b/id/8294078-L.jpg,https://openlibrary.org/works/OL17824318W
First They Killed My Father,Loung Ung,"Childhood and youth, Political atrocities, Politics and government",4.375,8.0,Phnom Penh city wakes early to take advantage of the cool morning breeze before the sun breaks through the haze and invades the country with sweltering heat.,256,0060856262,fre,2000,https://covers.openlibrary.org/b/id/38440-L.jpg,https://openlibrary.org/works/OL5732697W
Hidden Figures,Margot Lee Shetterly,"United States, African American mathematicians, United States. National Aeronautics and Space Administration",3.9285715,14.0,No description available,314,0062677284,eng,2016,https://covers.openlibrary.org/b/id/10661694-L.jpg,https://openlibrary.org/works/OL17598637W
The Boy Who Harnessed the Wind,William Kamkwamba,"Biography & Autobiography, Nonfiction, nyt:e-book-nonfiction=2016-04-10",4.4444447,9.0,No description available,295,8417424121,spa,2009,https://covers.openlibrary.org/b/id/6447181-L.jpg,https://openlibrary.org/works/OL15190422W
Freedom in exile,His Holiness Tenzin Gyatso the XIV Dalai Lama,"Biographies, Biography, Buda y budismo",4.5,6.0,fled Tibet on 31 March 1959.,322,9780060391164,eng,1990,https://covers.openlibrary.org/b/id/42787-L.jpg,https://openlibrary.org/works/OL83715W
Autobiography of an Ex-Colored Man,James Weldon Johnson,"African americans, fiction, Fiction, general, African American men",3.5,2.0,"I know that in writing the following pages I am divulging the great secret of my life, the secret which for some years I have guarded far more carefully than any of my earthly possessions; and it is a curious study to me to analyze the motives which prompt me to do it.",142,1544954085,eng,1900,https://covers.openlibrary.org/b/id/419959-L.jpg,https://openlibrary.org/works/OL37208W
"Margaret Ogilvy, and others",J. M. Barrie,"University of Edinburgh, Biography, Family relationships",4.0,5.0,"ON the day I was born we bought six hair-bottomed chairs, and in our little house it was an event, the first great victory in a woman's long campaign; how they had been laboured for, the pound-note and the thirty threepenny bits they cost, what anxiety there was about the purchase, the show they made in possession of the west room, my father's unnatural coolness when he brought them in (but his face was white) - I so often heard the tale afterwards, and shared as boy and man in so many similar triumphs, that the coming of the chairs seems to be something I remember, as if I had jumped out of bed on that first day, and run ben to see how they looked.",164,1080501525,eng,1896,https://covers.openlibrary.org/b/id/5748062-L.jpg,https://openlibrary.org/works/OL461995W
Vita di Benvenuto Cellini,Benvenuto Cellini,"Art, Autobiography, Biography",,,"i. All men, whatever be their condition, who have done anything of merit, or which verily has a semblance of merit, if so be they are men of truth and good repute, should write the tale of their life with their own hand.",454,1582876681,eng,1728,https://covers.openlibrary.org/b/id/9230254-L.jpg,https://openlibrary.org/works/OL1091251W
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Biographers, Fiction, Fiction, general",4.132948,173.0,Film legend and ’60s It Girl Evelyn Hugo has just announced that she will auction off 12 of her most memorable gowns through Christie’s to raise money for breast cancer research.,400,1508236623,spa,2017,https://covers.openlibrary.org/b/id/8354226-L.jpg,https://openlibrary.org/works/OL18203673W
Camino de perfección [por] Santa Teresa de Jesús,Teresa of Avila,"Mysticism, Lord's prayer, Perfection",4.0,2.0,Of the reason which moved me to found this convent in such strict observance.,271,8472391175,eng,1632,https://covers.openlibrary.org/b/id/8241419-L.jpg,https://openlibrary.org/works/OL313297W
Vitae excellentium imperatorum,Cornelius Nepos,"Biography, Classical biography, Early works to 1800",,,No description available,262,9780434994670,eng,1594,https://covers.openlibrary.org/b/id/9158291-L.jpg,https://openlibrary.org/works/OL3069840W
Under the Banner of Heaven,Jon Krakauer,"True Crime, Mormon fundamentalism, Nonfiction",3.6363637,22.0,"Balanced atop the highest spire of the Salt Lake Temple, gleaming in the Utah sun, a statue of the angel Moroni stands watch over downtown Salt Lake City with his golden trumpet raised.",399,1405032804,eng,2003,https://covers.openlibrary.org/b/id/744923-L.jpg,https://openlibrary.org/works/OL1974545W
El conde Lucanor,Don Juan Manuel,"Latin American literature, Medieval and modern Latin literature, Social life and customs",3.5,4.0,No description available,246,9788437600789,eng,1839,https://covers.openlibrary.org/b/id/2270370-L.jpg,https://openlibrary.org/works/OL249192W
Elon Musk,Ashlee Vance,"SpaceX (Firm), PayPal (Firm), Businesspeople",4.06875,160.0,No description available,402,9780062469670,pol,2013,https://covers.openlibrary.org/b/id/8463846-L.jpg,https://openlibrary.org/works/OL17184556W
Les Amities Particulaires,Roger Peyrefitte,"Gay teenagers, Fiction, Boarding schools",3.25,4.0,No description available,442,8495346095,eng,1945,https://covers.openlibrary.org/b/id/6459670-L.jpg,https://openlibrary.org/works/OL2434523W
Leonardo da Vinci,Walter Isaacson,"Artists, Gifted persons, Biography",3.9615386,26.0,No description available,599,9781508267294,fin,2017,https://covers.openlibrary.org/b/id/8087691-L.jpg,https://openlibrary.org/works/OL17802920W
The Boys in the Boat,Daniel James Brown,"University of Washington, Olympic Games (11th : 1936 : Berlin, Germany), Rowers",3.8,15.0,No description available,410,9781447210986,eng,2013,https://covers.openlibrary.org/b/id/12722394-L.jpg,https://openlibrary.org/works/OL17038299W
Quarto de Despejo,Carolina Maria de Jesus,"Poor, Social life and customs, Race relations",4.4,5.0,"July 15, 1955 The birthday of my daughter Vera Eunice.",182,0451622944,eng,1960,https://covers.openlibrary.org/b/id/295782-L.jpg,https://openlibrary.org/works/OL1810404W
The Code Breaker,Walter Isaacson,"nyt:combined-print-and-e-book-nonfiction=2021-03-28, New York Times bestseller, New York Times reviewed",3.8333333,6.0,"Had she grown up in any other part of America, Jennifer Doudna might have felt like a regular kid.",560,1665910674,kor,2001,https://covers.openlibrary.org/b/id/10675496-L.jpg,https://openlibrary.org/works/OL24217656W
We Should All Be Feminists,Chimamanda Ngozi Adichie,"SOCIAL SCIENCE, Nigerian Authors, Gender Studies",4.107143,28.0,Okoloma was one of my greatest childhood friends.,64,1663621969,eng,2014,https://covers.openlibrary.org/b/id/11324542-L.jpg,https://openlibrary.org/works/OL17319838W
Maus II,Art Spiegelman,"New York Times bestseller, nyt:paperback_graphic_books=2012-01-07, United States",4.525,40.0,Summer vacation. Francoise and I were staying with friends in Vermont...,136,1417816422,ger,1991,https://covers.openlibrary.org/b/id/12606590-L.jpg,https://openlibrary.org/works/OL2056808W
Diaries,Joseph Goebbels,"Biography, Diaries, German Propaganda",2.3333333,3.0,No description available,490,9783598219153,ger,1948,https://covers.openlibrary.org/b/id/7268557-L.jpg,https://openlibrary.org/works/OL625220W
The minds of Billy Milligan,Daniel Keyes,"Biography, Multiple personality, Personality disorders",3.857143,7.0,"On Saturday, October 22, 1977, University Police Chief John Kleberg placed the area of Ohio State University's medical school under heavy police security.",448,9784152035264,eng,1981,https://covers.openlibrary.org/b/id/368768-L.jpg,https://openlibrary.org/works/OL515765W
Muhammad,Karen Armstrong,"Muslims, Nonfiction, Biography & Autobiography",4.75,8.0,It has been difficult for Western people to understand the violent Muslim reaction to Salman Rushdie's fictional portrait of Muhammad in The Satanic Verses.,290,0575050128,eng,1991,https://covers.openlibrary.org/b/id/31848-L.jpg,https://openlibrary.org/works/OL3280817W
One L,Scott Turow,"Juristenausbildung, Harvard Law School, Law students",4.6666665,3.0,"They called us ""One Ls,"" and there were 550 of us who came on the third of September to begin our careers in the law.",276,1447244915,eng,1977,https://covers.openlibrary.org/b/id/9293419-L.jpg,https://openlibrary.org/works/OL26908W
Complications,Atul Gawande,"Surgery, Surgeons, biography, Chirurg",4.3076925,13.0,"two sponge-sticks in the yellow-brown Betadine antiseptic solution, and opened up the suture packaging. I was good to go.",288,9781429972109,eng,2002,https://covers.openlibrary.org/b/id/5277801-L.jpg,https://openlibrary.org/works/OL25651868W
Total Recall,Arnold Schwarzenegger,"Biographies, Gouverneurs, Acteurs de cinéma",4.0,5.0,No description available,667,1451662440,fre,2001,https://covers.openlibrary.org/b/id/8728697-L.jpg,https://openlibrary.org/works/OL19907427W
A Promised Land,Barack Obama,"nyt:combined-print-and-e-book-nonfiction=2020-12-06, New York Times bestseller, New York Times reviewed",4.6153846,13.0,No description available,928,0241991412,eng,2020,https://covers.openlibrary.org/b/id/10449357-L.jpg,https://openlibrary.org/works/OL22235242W
Touching the void,Joe Simpson,"Mountaineering, Mountaineers, Case studies",4.6666665,3.0,"I was lying in my sleeping bag, staring at the light filtering through the red and green fabric of the dome tent.",187,0060160276,eng,1988,https://covers.openlibrary.org/b/id/6751652-L.jpg,https://openlibrary.org/works/OL11616538W
The Noonday Demon,Andrew Solomon,"Depression, Mental, award:national_book_award=2001, Análisis de casos",4.3333335,3.0,Depression is the flaw in love.,576,9780743523219,eng,2001,https://covers.openlibrary.org/b/id/7121357-L.jpg,https://openlibrary.org/works/OL3457531W
走ることについて語るときに僕の語ること,村上春樹,"Marathon running, Japanese Authors, Biography",3.902439,41.0,"""I'm in Kauai, in Hawaii, today, Friday, August 5, 2005.""",192,9783442739455,chi,2006,https://covers.openlibrary.org/b/id/7167416-L.jpg,https://openlibrary.org/works/OL2625422W
Just Mercy,Bryan Stevenson,"Autobiographies, Biography, Biographies",4.269231,26.0,No description available,352,1663631573,ukr,1600,https://covers.openlibrary.org/b/id/12001726-L.jpg,https://openlibrary.org/works/OL17231441W
Wasted,Marya Hornbacher,"Biography, Patients, Health",4.428571,7.0,"It was that simple: One minute I was your average nine-year-old, shorts and a T-shirt and long brown braids, sitting in the yellow kitchen, watching Brady Bunch reruns, munching on a bag of Fritos, scratching the dog with my foot.",304,9780060930936,eng,1998,https://covers.openlibrary.org/b/id/22660-L.jpg,https://openlibrary.org/works/OL2679254W
Desert solitaire,Edward Abbey,"American Authors, American Novelists, Arches National Monument",4.230769,13.0,THIS IS the most beautiful place on earth.,271,0345309715,eng,1968,https://covers.openlibrary.org/b/id/407455-L.jpg,https://openlibrary.org/works/OL2929632W
What Do You Care What Other People Think?,Richard Phillips Feynman,"Anecdotes, Science, Physicists",3.9285715,28.0,"I HAVE a friend who's an artist, and he sometimes takes a view which I don't agree with.",256,9781417626236,eng,1988,https://covers.openlibrary.org/b/id/1468422-L.jpg,https://openlibrary.org/works/OL514628W
A princess remembers,Gayatri Devi,"Princes, Biography, Princesses",2.8,5.0,No description available,335,0706915771,eng,1976,https://covers.openlibrary.org/b/id/4617718-L.jpg,https://openlibrary.org/works/OL3217399W
A Journey to the Western Islands of Scotland,Samuel Johnson,"Description and travel, Early works to 1800, Travel",4.0,1.0,No description available,384,9780375414183,eng,1775,https://covers.openlibrary.org/b/id/6137661-L.jpg,https://openlibrary.org/works/OL14862665W
Beautiful Boy,David Sheff,"Methamphetamine, Methamphetamine abuse - Treatment - California, Father-Child Relations",4.3333335,6.0,No description available,346,9781471177934,eng,2007,https://covers.openlibrary.org/b/id/6609387-L.jpg,https://openlibrary.org/works/OL3497270W
A Brother's Journey,Richard B. Pelzer,"Abused children, Abusive mothers, Family violence",4.5,4.0,"In the beginning, life was fun, life was exciting, and life was good.",278,0739456016,eng,2000,https://covers.openlibrary.org/b/id/759249-L.jpg,https://openlibrary.org/works/OL8135462W
Maybe You Should Talk to Someone,Lori Gottlieb,"Psychotherapists, Biography, Therapist and patient",3.8125,32.0,No description available,433,1799717429,eng,2019,https://covers.openlibrary.org/b/id/8596019-L.jpg,https://openlibrary.org/works/OL19791590W
American Prometheus,Kai Bird,"physics, Manhatten Project, atomic bomb",3.909091,11.0,No description available,721,0307424731,eng,2005,https://covers.openlibrary.org/b/id/6460516-L.jpg,https://openlibrary.org/works/OL1905682W
The Innovators,Walter Isaacson,"Biography, Computer scientists, History",3.9545455,22.0,No description available,583,1476708703,spa,2014,https://covers.openlibrary.org/b/id/7313659-L.jpg,https://openlibrary.org/works/OL17074268W
Historia Alexandri Magni,Quintus Curtius Rufus,"Biography, Early works to 1800, Kings and rulers",4.0,3.0,"vf fdvrg      iv èfdevjhydsn fcbscfgvycvhydfvhifugvrfvgc,fjkgvh 52727",337,0140444122,mul,1481,https://covers.openlibrary.org/b/id/8247080-L.jpg,https://openlibrary.org/works/OL145025W
Between the World and Me,Ta-Nehisi Coates,"race discrimination, African Americans, African Americans--Social conditions",4.1860466,43.0,No description available,155,9781922253385,kor,2015,https://covers.openlibrary.org/b/id/11328078-L.jpg,https://openlibrary.org/works/OL17201654W
Fear and Loathing in Las Vegas,Hunter S. Thompson,"comedy, Journalists, biography, Thompson, hunter s., 1937-2005",3.8875,80.0,No description available,205,0007204493,spa,1971,https://covers.openlibrary.org/b/id/13396-L.jpg,https://openlibrary.org/works/OL158041W
Fun Home,Alison Bechdel,"Cartoonists, Graphic novels, Comic books, strips",4.0961537,52.0,"LIKE MANY FATHERS, MINE COULD OCCASIONALLY BE PREVAILED ON FOR A SPOT OF ""AIRPLANE.""",234,9782207258941,eng,2000,https://covers.openlibrary.org/b/id/12366765-L.jpg,https://openlibrary.org/works/OL1835957W
Running with Scissors,Augusten Burroughs,"Social life and customs, American Novelists, Intellectual life",3.5294118,17.0,No description available,320,9781843541509,eng,2002,https://covers.openlibrary.org/b/id/181077-L.jpg,https://openlibrary.org/works/OL5728455W
Benjamin Franklin,Walter Isaacson,"Politics and government, Scientists, Printers",4.0,9.0,No description available,590,1439566984,rus,2003,https://covers.openlibrary.org/b/id/541092-L.jpg,https://openlibrary.org/works/OL4288868W
My life and work,"Ford, Henry","Ford Motor Company, Businessmen, Biography",,,"ON MAY 31, 1921, the Ford Motor Company turned out Car No. 5,000,000.",234,1697921310,eng,1922,https://covers.openlibrary.org/b/id/1200056-L.jpg,https://openlibrary.org/works/OL4418043W
Il formaggio e i vermi,Carlo Ginzburg,"Heresies, Christian, Religious life and customs, Heretics, Christian",4.25,4.0,"As frequently happens, this research, too, came about by chance.",180,9780801843877,ita,1976,https://covers.openlibrary.org/b/id/566032-L.jpg,https://openlibrary.org/works/OL14872792W
Mercury and me,Jim Hutton,"Rock musicians, Biography, Queen",4.0,23.0,No description available,266,9781974932573,eng,1994,https://covers.openlibrary.org/b/id/14426429-L.jpg,https://openlibrary.org/works/OL3126628W
The education of Henry Adams,Henry Adams,"Biography, Historians, Massachusetts Historical Society",,,"UNDER the shadow of Boston State House, turning its back on the house of John Hancock, the little passage called Hancock Avenue runs, or ran, from Beacon Street, skirting the State House grounds, to Mount Vernon Street, on the summit of Beacon Hill; and there, in the third house below Mount Vernon Place, February 16, 1838, a child was born, and christened later by his uncle, the minister of the First Church after the tenets of Boston Unitarianism, as Henry Brooks Adams.",505,9781533426642,eng,1777,https://covers.openlibrary.org/b/id/8232012-L.jpg,https://openlibrary.org/works/OL24220W
"The autobiography of Martin Luther King, Jr.",Martin Luther King Jr.,"Biography, African Americans, Baptists",4.3333335,3.0,"I was born in the late twenties on the verge of the Great Depression, which was to spread its disastrous arms into every corner of this nation for over a decade.",408,9780759581104,eng,1998,https://covers.openlibrary.org/b/id/286014-L.jpg,https://openlibrary.org/works/OL1945953W
The Woman Warrior,Maxine Hong Kingston,"American Authors, Asian Americans, Biography",3.7777777,9.0,No description available,209,0072435194,ger,1976,https://covers.openlibrary.org/b/id/7893962-L.jpg,https://openlibrary.org/works/OL1822441W
The Game,Neil Strauss,"Seduction, Man-woman relationships, Sexual behavior",3.2777777,18.0,The house was a disaster.,452,9780061240164,ger,2005,https://covers.openlibrary.org/b/id/8538692-L.jpg,https://openlibrary.org/works/OL273902W
Sociological theory,George Ritzer,"Sociologists, Sociology, Biography",5.0,2.0,"Presenting a history of sociological theory is an important task (S. Turner, 1998), but because we devote only two chapters (1 and 6) to it, what we offer is a highly selective historical sketch (Giddens, 1995).",768,9780394325163,eng,1983,https://covers.openlibrary.org/b/id/3815095-L.jpg,https://openlibrary.org/works/OL465451W
Satirae,Horace,"Latin Verse satire, Translations into English, Poetry",5.0,1.0,The individual poems comprising each book of the Satires are not arranged chronologically in the order of their composition.,308,2251799648,eng,1763,https://covers.openlibrary.org/b/id/8237873-L.jpg,https://openlibrary.org/works/OL15249113W
A Stolen Life,Jaycee Lee Dugard,"Kidnapping victims, Kidnapping, 1991, Sexually abused children",3.6363637,11.0,No description available,273,9781451629187,chi,2011,https://covers.openlibrary.org/b/id/12907495-L.jpg,https://openlibrary.org/works/OL15951491W
"The nigger of the ""Narcissus""",Joseph Conrad,"Fiction, Blacks, Tuberculosis in fiction",4.1666665,6.0,"Mr. Baker, chief mate of the ship Narcissus, stepped in one stride out of his lighted cabin into the darkness of the quarter-deck.",199,1985275856,eng,1897,https://covers.openlibrary.org/b/id/8235355-L.jpg,https://openlibrary.org/works/OL38815W
"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Social aspects, Feminist theory, Parental influences",4.6923075,13.0,"When a couple of years ago a friend of mine from childhood, who’d grown into a brilliant, strong, kind woman, asked me to tell her how to raise her baby girl a feminist, my first thought was that I did not know.",80,7020146805,chi,2017,https://covers.openlibrary.org/b/id/12709855-L.jpg,https://openlibrary.org/works/OL17640883W
Brain on fire,Susannah Cahalan,"Mental health, Frontal lobes, Diseases",3.6111112,18.0,No description available,288,1846147743,eng,2012,https://covers.openlibrary.org/b/id/10334788-L.jpg,https://openlibrary.org/works/OL16599694W
Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japan),"Art, Sculpture, Seals (Numismatics)",5.0,2.0,No description available,31,N/A,chi,1991,,https://openlibrary.org/works/OL33207850W
My inventions,Nikola Tesla,"History, Electric engineers, Electric engineering",4.0,10.0,The progressive development of man is vitally dependent on invention.,108,9781934451779,hrv,1977,https://covers.openlibrary.org/b/id/702420-L.jpg,https://openlibrary.org/works/OL71633W
Metodo della pedagogia scientifica,Maria Montessori,"Montessori method of education, Philosophy, Women educators",,,I do not intend to elaborate a treatise on the science of education: these preliminary notes have the modest end of setting forth the rather interesting results of a teaching experience which would seem to open up a way for the practical application of new methods tending to make greater use of scientific experiments in education without removing its natural foundations in speculative principles.,377,9999464394,und,1912,https://covers.openlibrary.org/b/id/8242822-L.jpg,https://openlibrary.org/works/OL1542661W
"Many Lives, Many Masters",Brian L. Weiss,"Terapéutica de la reencarnación, Reincarnation therapy, Reincarnation",5.0,4.0,"Cuando vi a Catherine por primera vez, ella lucia un vestido de color carmesi intenso y hojeaba nerviosamente una revista en mi sala de espera.",219,0446520594,vie,1988,https://covers.openlibrary.org/b/id/8404297-L.jpg,https://openlibrary.org/works/OL70780W
The mirror of the sea,Joseph Conrad,"English Novelists, Open Library Staff Picks, Travel",4.0,2.0,"HE WAS an inch, perhaps two, under six feet, powerfully built, and he advanced straight at you with a slight stoop of the shoulders, head forward, and a fixed from-under stare which made you think of a charging bull.",194,1583960279,fre,1906,https://covers.openlibrary.org/b/id/8239502-L.jpg,https://openlibrary.org/works/OL39096W
The lost boy,David J. Pelzer,"Biography, Abused children, Abusive mothers",5.0,10.0,"Winter, 1970, Daly City, California--I'm alone.",337,0752838709,swe,1994,https://covers.openlibrary.org/b/id/785278-L.jpg,https://openlibrary.org/works/OL66944W
Eyewitness,DK Publishing,"Witches, Communication, Mass media",3.5,6.0,No description available,64,9780789458926,eng,2000,https://covers.openlibrary.org/b/id/552862-L.jpg,https://openlibrary.org/works/OL7960560W
The Amityville Horror,Jay Anson,"demons, Dutch Colonial houses, Psychical research",2.95,20.0,No description available,243,9781721317653,und,1977,https://covers.openlibrary.org/b/id/9274840-L.jpg,https://openlibrary.org/works/OL6437366W
Diary of a provincial lady,E. M. Delafield,"Humorous stories, London (england), social life and customs, Fiction in English, 1900-1945",4.6666665,3.0,November 7th.-Plant the indoor bulbs.,128,0860685225,und,1930,https://covers.openlibrary.org/b/id/696618-L.jpg,https://openlibrary.org/works/OL4458124W
