Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
La sombra del viento,Carlos Ruiz Zafón,"Mothers and sons, Verschollenheit, Widowers",4.2765956,47.0,A SECRET'S WORTH DEPENDS ON THE PEOPLE FROM WHOM IT MUST be kept.,528,9788408093107,nor,2001,https://covers.openlibrary.org/b/id/10107644-L.jpg,https://openlibrary.org/works/OL278437W
As a man thinketh,James Allen,"New Thought, Conduct of life, Miniature books",4.647059,34.0,"The aphorism, ""As a man thinketh in his heart so is he,"" not only embraces the whole of a man's being, but is so comprehensive as to reach out to every condition and circumstance of his life.",44,9781536968231,eng,1902,https://covers.openlibrary.org/b/id/6268048-L.jpg,https://openlibrary.org/works/OL43024W
King Lear,William Shakespeare,"Drama, King Lear (Legendary character), Fathers and daughters",4.0,20.0,"ONCE upon a time, probably in 1605, a man called William Shakespeare, using a quill pen, wrote a play about the legendary British King Lear and his three daughters.",193,9781535419802,ukr,1608,https://covers.openlibrary.org/b/id/7420452-L.jpg,https://openlibrary.org/works/OL259026W
Much Ado About Nothing,William Shakespeare,"mistaken identities, performing arts, comedy",4.3333335,9.0,LEONATO: I learn in this letter that Don Pedro of Arragon comes this night to Messina.,160,9781402207778,eng,1600,https://covers.openlibrary.org/b/id/8290853-L.jpg,https://openlibrary.org/works/OL362691W
Ὀδύσσεια,Όμηρος,"great_books_of_the_western_world, Poetry, Fiction",4.063291,158.0,"Muse, tell me of a man: a man of much resource, who was made to wander far and long, after he had sacked the sacred city of Troy.",374,9783129040119,ukr,1488,https://covers.openlibrary.org/b/id/9045853-L.jpg,https://openlibrary.org/works/OL61982W
"Works [37 plays, 6 poems, sonnets]",William Shakespeare,"Early Modern and Elizabethan English Drama, English literature, English drama",3.4166667,12.0,"THIS play, indisputably one of the earliest complete productions of Shakespeare's mind, was first printed in the folio of 1623, where, owing to the arbitrary manner in which the dramas are disposed, it is preceded by The Tempest, assuredly one of the poet's latest creations.",1174,0760703329,eng,1730,https://covers.openlibrary.org/b/id/8779054-L.jpg,https://openlibrary.org/works/OL259028W
The Innocents Abroad,Mark Twain,"Description and travel, Travel, Voyages and travels",3.4285715,7.0,For months the great pleasure excursion to Europe and the Holy Land was chatted about in the newspapers everywhere in America and discussed at countless firesides.,444,1788884000,dan,1800,https://covers.openlibrary.org/b/id/8221271-L.jpg,https://openlibrary.org/works/OL54041W
Julius Caesar,William Shakespeare,"Antoine (Marcus Antonius), Assassination, Assassins",3.607143,56.0,"1.1 Enter Flavius, Marullus, and certain commoners, one a Carpenter, another a Cobbler, over the stage",139,0665667116,gla,1656,https://covers.openlibrary.org/b/id/7901303-L.jpg,https://openlibrary.org/works/OL362702W
"The Alchemist, 1612",Ben Jonson,"British and irish drama (dramatic works by one author), Open Library Staff Picks, Fiction",4.185185,27.0,BEleeu't I will.,175,1426413513,und,1612,https://covers.openlibrary.org/b/id/7463992-L.jpg,https://openlibrary.org/works/OL1085186W
The golden bough,James George Frazer,"Mythology, Magic, Superstition",3.8,5.0,I. Diana and Virbius.-Who does not know Turner's picture of the Golden Bough ?,658,0141194014,ita,1890,https://covers.openlibrary.org/b/id/8876695-L.jpg,https://openlibrary.org/works/OL1159648W
The Gruffalo,Julia Donaldson,"Animals, Juvenile fiction, Fiction",4.275,80.0,"""he has terrible tusks and terrible claws, / And terrible teeth in his terrible jaws.""",32,1536406619,eng,1999,https://covers.openlibrary.org/b/id/8561698-L.jpg,https://openlibrary.org/works/OL1938178W
πολιτεία,Πλάτων,"Political science, Early works to 1800, Utopias",3.7407408,54.0,"SOCRATES' NARRATION BEGINS: I went down to the Piraeus yesterday with Glaucon, the son of Ariston, to say a prayer to the goddess, and also because I wanted to see how they would manage the festival, since they were holding it for the first time.",397,3847270079,kor,1554,https://covers.openlibrary.org/b/id/14418448-L.jpg,https://openlibrary.org/works/OL51831W
A Wonder Book for Girls and Boys,Nathaniel Hawthorne,"Classical Mythology, Juvenile literature, Greek Mythology",3.857143,7.0,"Beneath the porch of the country-seat called Tangle-wood, one fine autumnal morning, was assembled a merry party of little folks, with a tall youth in the midst of them.",206,9780766196797,eng,1851,https://covers.openlibrary.org/b/id/10223576-L.jpg,https://openlibrary.org/works/OL455667W
The Book of Tea,Okakura Kakuzō,"Japanese tea ceremony, Social life and customs, Tea",4.25,12.0,Tea began as a medicine and grew into a beverage.,70,9781721257072,eng,1900,https://covers.openlibrary.org/b/id/8245415-L.jpg,https://openlibrary.org/works/OL7095112W
The Color Purple,Alice Walker,"Fiction & Literature, Blacks, social life and customs",4.195402,87.0,I am fourteen years old.,262,9781680840803,eng,1976,https://covers.openlibrary.org/b/id/8564628-L.jpg,https://openlibrary.org/works/OL273644W
The Tempest,William Shakespeare,"English literature: Shakespeare criticism, English literature: Shakespeare texts, Plays / Drama",3.9482758,58.0,On a ship at sea.,143,9780764517297,swa,1611,https://covers.openlibrary.org/b/id/8155661-L.jpg,https://openlibrary.org/works/OL362699W
Hamlet,William Shakespeare,"performing arts, Stage history, Reyes, reinas, soberanos",4.0061727,162.0,"The scene represents a platform before the castle of Elsinore, the royal seat of the Kings of Denmark.",192,9780881428797,ukr,1603,https://covers.openlibrary.org/b/id/8281954-L.jpg,https://openlibrary.org/works/OL9170454W
Incidents in the Life of a Slave Girl,Harriet A. Jacobs,"Women slaves, United States, Slaves",3.8888888,9.0,I was born a slave; but I never knew it till six years of happy childhood had passed away.,236,1547127252,dut,1861,https://covers.openlibrary.org/b/id/411542-L.jpg,https://openlibrary.org/works/OL28623W
कामसूत्र,Vatsyāyana,"Sex customs, Love, Sexual intercourse",3.8043478,46.0,In the literature of all countries there will be found a certain number of works treating especially of love.,189,9788537808221,eng,1883,https://covers.openlibrary.org/b/id/8003766-L.jpg,https://openlibrary.org/works/OL239940W
Psychopathia sexualis,Richard von Krafft-Ebing,"Paraphilias, Case studies, Criminal psychology",1.0,1.0,No description available,555,1421235641,eng,1886,https://covers.openlibrary.org/b/id/5694463-L.jpg,https://openlibrary.org/works/OL15822096W
The Devil's Dictionary,Ambrose Bierce,"Humor, English language, Semantics",4.3076925,13.0,"ABASEMENT, n. A decent and customary mental attitude in the presence of wealth of power.",228,9781686115653,por,1840,https://covers.openlibrary.org/b/id/12671319-L.jpg,https://openlibrary.org/works/OL7973273W
Plays (36),William Shakespeare,"sources, English Manuscripts, English literature: Shakespeare texts",3.5714285,21.0,Late in 1621 or early in 1622 two men brought to the son of a somewhat disreputable printer an idea that was to change the face of literature and theatre forever.,889,0198129726,dan,1623,https://covers.openlibrary.org/b/id/9023411-L.jpg,https://openlibrary.org/works/OL362289W
Walden,Henry David Thoreau,"Biography, Homes and haunts, American Authors",3.909091,33.0,"WHEN I WROTE the following pages, or rather the bulk of them, I lived alone, in the woods, a mile from any neighbor, in a house which I had built myself, on the shore of Walden Pond, in Concord, Massachusetts, and earned my living by the labor of my hands only.",268,9781774419724,eng,1854,https://covers.openlibrary.org/b/id/11248037-L.jpg,https://openlibrary.org/works/OL55649W
Romeo and Juliet,William Shakespeare,"Classical Literature, British and irish drama (dramatic works by one author), Conflicto entre generaciones",3.6650486,206.0,"SAMPSON Gregory, upon my word, we'll not carry coals.",170,142095220X,ukr,1597,https://covers.openlibrary.org/b/id/8257991-L.jpg,https://openlibrary.org/works/OL362427W
Metamorphoses,Ovid,"Poetry, Classical Mythology, Metamorphosis",4.2777777,18.0,Now I am ready to tell how bodies are changed,386,9780451626226,rus,1479,https://covers.openlibrary.org/b/id/7212118-L.jpg,https://openlibrary.org/works/OL15292640W
Also sprach Zarathustra,Friedrich Nietzsche,"Classic Literature, Fiction, Filosofie",3.7,10.0,"When Zarathustra was thirty years old, he left his home and the lake of his home, and went into the mountains.",354,9781725725935,eng,1883,https://covers.openlibrary.org/b/id/1017466-L.jpg,https://openlibrary.org/works/OL98130W
Winter's Tale,William Shakespeare,"Drama, Kings and rulers, Married people",3.3333333,12.0,"ARCHIDAMUS If you shall chance, Camillo, to visit Bohemia on the like occasion whereon my services are now on foot, you shall see, as I have said, great difference betwixt our Bohemia and your Sicilia.",196,0416474705,srp,1735,https://covers.openlibrary.org/b/id/7405847-L.jpg,https://openlibrary.org/works/OL362687W
Othello,William Shakespeare,"Drama, Othello (Fictitious character), Printing",3.7804878,41.0,"'Othello', in the words of Edward Pechter, 'has become the tragedy of choice for the present generation.'",180,9788495882226,jpn,1622,https://covers.openlibrary.org/b/id/7165018-L.jpg,https://openlibrary.org/works/OL258850W
Aeneis,Publius Vergilius Maro,"Poetry, Aeneas (Legendary character), Latin Epic poetry",3.1666667,6.0,"Arms I sing-and a man,",360,9780385093187,rus,1710,https://covers.openlibrary.org/b/id/6968564-L.jpg,https://openlibrary.org/works/OL16280231W
King Henry V,William Shakespeare,"Drama, open_syllabus_project, History",3.7857144,14.0,"Following the battle of Shrewsbury (where King Henry and Prince Hal were victorious and Hotspur killed), Rumor spreads the false information that Hotspur was the victor and the King and Prince were killed.",166,9789626342053,eng,1600,https://covers.openlibrary.org/b/id/7420215-L.jpg,https://openlibrary.org/works/OL361466W
Antony and Cleopatra,William Shakespeare,"Antonius, Marcus,, Antonius, Marcus, 83?-30 B.C., Bibliography",3.3888888,18.0,"Two officers lament the change that has come over their leader, and we see the man himself when Antony arrives with Cleopatra and her entourage.",208,9781725178786,ukr,1734,https://covers.openlibrary.org/b/id/8222096-L.jpg,https://openlibrary.org/works/OL362695W
Macbeth,William Shakespeare,"Drama, Regicides, Kings and rulers",3.9714286,140.0,"Shakespeare Made Easy is intended for readers approaching the plays for the first time, who find the language of Elizabethan poetic drama an initial obstacle to understanding and enjoyment.",136,0521075432,ukr,1508,https://covers.openlibrary.org/b/id/872432-L.jpg,https://openlibrary.org/works/OL258902W
Leaves of Grass,Walt Whitman,"Manuscripts, United States Civil War, 1861-1865, Gay poets",3.8888888,9.0,AMERICA does not repel the past or what it has produced under its forms or amid other politics or the idea of castes or the old religious . . . . accepts the lesson with calmness . . . is not so impatient as has been supposed that the slough still sticks to opinions and manners and literature while the life which served its requirements has passed into the new life of the new forms . . . perceives that the corpse is slowly borne from the eating and sleeping rooms of the house. . . perceives that it waits a little while in the door . . . that it was fittest for its days . . . that its action has descended to the stalwart and wellshaped heir who approaches . . . and that he shall be fittest for his days.,384,9781503280052,eng,1855,https://covers.openlibrary.org/b/id/9000447-L.jpg,https://openlibrary.org/works/OL16333W
Tao te Ching,老子,"Chinese Philosophy, Chinese language materials, Peace",4.264151,53.0,"Because readers of the Te-tao ching fall into two groups with different levels of expertise, I have repeated the translation in two independent segments.",124,1549758209,por,1842,https://covers.openlibrary.org/b/id/662232-L.jpg,https://openlibrary.org/works/OL45499W
The Prophet,Kahlil Gibran,"American Prose poems, Lebanese, Prose",4.3018866,53.0,No description available,107,9781513263229,eng,1900,https://covers.openlibrary.org/b/id/418324-L.jpg,https://openlibrary.org/works/OL318900W
Common Sense,Thomas Paine,"Political science, Politics and government, Monarchy",4.1,10.0,No description available,61,9781719836425,eng,1776,https://covers.openlibrary.org/b/id/5921030-L.jpg,https://openlibrary.org/works/OL60358W
A Vindication of Rights of Woman,Mary Wollstonecraft,"Women's rights, Women, education, great britain, Feminism",3.5555556,9.0,"IN the present state of society it appears necessary to go back to first principles in search of the most simple truths, and to dispute with some prevailing prejudice every inch of ground.",256,9798776295812,eng,1792,https://covers.openlibrary.org/b/id/675852-L.jpg,https://openlibrary.org/works/OL849186W
The Age of Fable,Thomas Bulfinch,"Adaptations, Anecdotes, Arthurian romances",3.0,4.0,ANCIENT mythologies have much to do with modern literature.,414,9785975700681,eng,1800,https://covers.openlibrary.org/b/id/419378-L.jpg,https://openlibrary.org/works/OL77559W
John Donne Poetry,John Donne,"Criticism and interpretation, English Christian literature, Correspondence",4.6666665,6.0,"Away thou fondling motley humourist,",274,0006279236,eng,1633,https://covers.openlibrary.org/b/id/8238738-L.jpg,https://openlibrary.org/works/OL15420303W
"Ramayana, a Holy Bible of India",Vālmīki,"Rāma (Hindu deity), Hanumān (Hindu deity) in literature, Translations into English",4.2352943,17.0,No description available,399,9790000000,mal,1823,https://covers.openlibrary.org/b/id/8238736-L.jpg,https://openlibrary.org/works/OL308980W
Rights of Man,Thomas Paine,"History, Politics and government, Political science",4.5,4.0,"AMONG the incivilities by which nations or individuals provoke and irritate each other, Mr. Burke's pamphlet on the French Revolution is an extraordinary instance.",178,9798781757930,eng,1791,https://covers.openlibrary.org/b/id/12726959-L.jpg,https://openlibrary.org/works/OL60359W
Angela's Ashes,Frank McCourt,"Irish Americans, Irlandeses-americanos, Family",3.8333333,54.0,My father and mother should have stayed in New York where they met and married and where I was born.,432,0007117477,eng,1996,https://covers.openlibrary.org/b/id/8231802-L.jpg,https://openlibrary.org/works/OL27634W
Ab urbe condita,Titus Livius,"Antiquities, Bibliography, Biography",4.285714,7.0,"I consider myself at liberty to commence what is only a section of my history with a prefatory remark such as most writers have placed at the very beginning of their works, namely, that the war I am about to describe is the most memorable of any that have ever been waged, I mean the war which the Carthaginians, under Hannibal's leadership, waged with Rome.",253,8485202325,eng,1481,https://covers.openlibrary.org/b/id/6657951-L.jpg,https://openlibrary.org/works/OL1261147W
Third Girl,Agatha Christie,"Fiction, Mystery, Belgians",3.5,6.0,HERCULE Poirot was sitting at the breakfast table.,253,9782702401002,eng,1966,https://covers.openlibrary.org/b/id/14577913-L.jpg,https://openlibrary.org/works/OL472536W
The Prince,Niccolò Machiavelli,"Political science, early works to 1800, Machiavel, Nicolas, 1469-1527. Prince, Classic Literature",3.8173077,104.0,"ALL states, all dominions that have had and continue to have power over men were and still are either republics or principalities.",156,9781986472470,ukr,1515,https://covers.openlibrary.org/b/id/12726168-L.jpg,https://openlibrary.org/works/OL1089297W
"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,"Slavery, Voyages and travels, Social life and customs",4.0,5.0,"PERMIT me with the greatest deference and respect, to lay at your feet the following genuine Narrative; the chief design of which is to excite in your august assemblies a sense of compassion for the miseries which the Slave Trade has entailed on my unfortunate countrymen.",241,1528705653,eng,1789,https://covers.openlibrary.org/b/id/2074044-L.jpg,https://openlibrary.org/works/OL743333W
Confessions,Augustine of Hippo,"Religious aspects of Truth, Christian saints, Christianity",4.4761906,21.0,"(1) You are great, O Lord, and greatly to be praised: great is your power and to your wisdom there is no limit.",351,9788473923774,eng,1482,https://covers.openlibrary.org/b/id/9022521-L.jpg,https://openlibrary.org/works/OL137872W
The Souls of Black Folk,W. E. B. Du Bois,"African Americans, Race relations, History",4.111111,9.0,"En este libro subyacen muchas cuestiones que, estudiadas con paciencia, pueden mostrar el extraño significado de ser negro aquí, en los albores del siglo XX.",203,0353599514,eng,1903,https://covers.openlibrary.org/b/id/6564090-L.jpg,https://openlibrary.org/works/OL28577W
Du contrat social,Jean-Jacques Rousseau,"Peace, The State, Science politique",4.2,5.0,"Economy, or Economy. (Ethics; Politics.) The word comes from the Greek oikos, 'house', and nomos, 'law', and originally meant only the wise and lawful government of a household for the common good of the whole family.",249,9788563560223,eng,1762,https://covers.openlibrary.org/b/id/6581958-L.jpg,https://openlibrary.org/works/OL80609W
Narrative of the life of Frederick Douglass,Frederick Douglass,"Douglass, frederick, 1818-1895, Biography, African American abolitionists",4.3333335,12.0,Frederick Douglass was the most important African American leader and intellectual of the nineteenth century.,127,9798698409281,und,1845,https://covers.openlibrary.org/b/id/8247724-L.jpg,https://openlibrary.org/works/OL69178W
As You Like It,William Shakespeare,"Drama, Fathers and daughters, Exiles",3.6,20.0,"Orlando. As I remember, Adam, it was upon this fashion bequeathed me by will but poor a thousand crowns, and, as thou say'st, charged my brother on his blessing to breed me well; and there begins my sadness.",148,1932219447,jpn,1734,https://covers.openlibrary.org/b/id/7338874-L.jpg,https://openlibrary.org/works/OL362698W
The Taming of the Shrew,William Shakespeare,"Drama, Married people, Sex role",3.3030303,33.0,"CHRISTOPHER SLY for a range of sly's manifestations, see Introduction pp. 51-64.",139,9783849176433,jpn,1631,https://covers.openlibrary.org/b/id/7889534-L.jpg,https://openlibrary.org/works/OL362690W
The Autobiography of Benjamin Franklin,Benjamin Franklin,"Wills, Scientists, Printers",3.9791667,48.0,"TWYFORD, at the Bishop of St. Asaph's, 1771.",214,9781512405262,eng,1791,https://covers.openlibrary.org/b/id/5647361-L.jpg,https://openlibrary.org/works/OL26492W
History,Herodotus,"Ancient History, History, Early works to 1800",3.9333334,15.0,No description available,561,9788804444565,grc,1494,https://covers.openlibrary.org/b/id/9829028-L.jpg,https://openlibrary.org/works/OL15678068W
George's Marvelous Medicine,Roald Dahl,"Roald Dahl, Quentin Blake, Children",3.5957446,47.0,"'I'm going shopping in the village,' George's mother said to George on Saturday morning.",112,1850899851,eng,1981,https://covers.openlibrary.org/b/id/11388220-L.jpg,https://openlibrary.org/works/OL45866W
Sonnets,William Shakespeare,"English Sonnets, History and criticism, Bibliography",4.1666665,12.0,"From the fairest creatures we desire increase,",168,9789504359470,ukr,1609,https://covers.openlibrary.org/b/id/8222090-L.jpg,https://openlibrary.org/works/OL362706W
The Merchant of Venice,William Shakespeare,"Drama, Jews, Moneylenders",4.0363636,55.0,ANY approach to understanding Shakespeare's The Merchant of Venice inevitably includes a discussion of the vexed question of its alleged anti-Semitism.,152,0521532515,jpn,1600,https://covers.openlibrary.org/b/id/7182819-L.jpg,https://openlibrary.org/works/OL258758W
De la démocratie en Amérique,Alexis de Tocqueville,"Early America, American government, Democracy",4.5,2.0,"AMONG the novel objects that attracted my attention during my stay in the United States, nothing struck me more forcibly than the general equality of condition among the people.",436,1298688639,eng,1835,https://covers.openlibrary.org/b/id/45979-L.jpg,https://openlibrary.org/works/OL278001W
The Art of War,孙武,"Open Library Staff Picks, Early works to 1800, Military art and science",4.0584416,154.0,Master Sun counseled: A critical issue for any nation is war.,96,9780903203210,mal,1900,https://covers.openlibrary.org/b/id/4849549-L.jpg,https://openlibrary.org/works/OL244537W
Death Comes for the Archbishop,Willa Cather,"Fiction, Clergy, History",3.6,5.0,"One afternoon in the autumn of 1851 a solitary horseman, followed by a pack-mule, was pushing through an arid stretch of country somewhere in central New Mexico.",299,1688934316,eng,1732,https://covers.openlibrary.org/b/id/6833506-L.jpg,https://openlibrary.org/works/OL12832W
The Sea-Wolf,Jack London,"Fiction, Ship captains, Sealing ships",4.0,8.0,"I scarcely know where to begin, though I sometimes facetiously place the cause of it all to Charley Furuseth's credit.",321,1604245166,eng,1900,https://covers.openlibrary.org/b/id/8236975-L.jpg,https://openlibrary.org/works/OL144824W
Rime of the ancient mariner,Samuel Taylor Coleridge,"Poetry, Illustrations, Animal welfare",3.7391305,23.0,"It is an ancient Mariner, / And he stoppeth one of three.",54,0689316135,eng,1827,https://covers.openlibrary.org/b/id/8225489-L.jpg,https://openlibrary.org/works/OL26130W
A town like Alice,Nevil Shute,"Fiction, World War, 1939-1945, Literature",4.1666665,6.0,JAMES MACFADDEN died in March 1905 when he was forty-seven years old; he was riding in the Driffield Point to Point.,310,1486267491,und,1950,https://covers.openlibrary.org/b/id/489833-L.jpg,https://openlibrary.org/works/OL2779741W
Vol de nuit,Antoine de Saint-Exupéry,"Air pilots, Fiction, Aéronautique",4.5,8.0,"a scene that would never change. This tiny village, he could gladly have made friends with it; the choice once made, a man accepts the issue of his venture and can love the life.",140,9065511040,eng,1931,https://covers.openlibrary.org/b/id/116397-L.jpg,https://openlibrary.org/works/OL10267W
La nausée,Jean-Paul Sartre,"Existentialism, Fiction, Litterature francaise",3.952381,21.0,No description available,240,9789500392624,eng,1938,https://covers.openlibrary.org/b/id/9393973-L.jpg,https://openlibrary.org/works/OL1161171W
The Clocks,Agatha Christie,"Fiction, Mystery, Hercule Poirot (Fictitious character)",3.2,10.0,TO use police terms: at 2:59 P.M. on September 9th.,257,9780745168142,eng,1963,https://covers.openlibrary.org/b/id/12996554-L.jpg,https://openlibrary.org/works/OL471670W
Les Robots,Isaac Asimov,"smear campaigns, supercomputers, computers",4.264045,178.0,Vous voulez connaître un cauchemar d'écrivain?,245,0586025324,eng,1950,https://covers.openlibrary.org/b/id/12385229-L.jpg,https://openlibrary.org/works/OL46241W
Crónica de una muerte anunciada,Gabriel García Márquez,"ritual, Death, Spanish language books",4.152174,46.0,"El día en que lo iban a matar, Santiago Nasar se levantó a las 5.30 de la mañana para esperar el buque en que llegaba el obispo.",134,0141032464,eng,1980,https://covers.openlibrary.org/b/id/8489859-L.jpg,https://openlibrary.org/works/OL274574W
The Boy in the Striped Pyjamas,John Boyne,"Teen & Young Adult Fiction, Teen & Young Adult Historical Fiction, Teen & Young Adult Social Issues",4.03125,64.0,No description available,216,9089900357,dut,2006,https://covers.openlibrary.org/b/id/12720687-L.jpg,https://openlibrary.org/works/OL5840870W
Watership Down,Richard Adams,"Rabbits, Adventure and adventurers, Open Library Staff Picks",4.12,100.0,"The primroses were over. Toward the edge of the wood, where the ground became open and sloped down to an old fence and a brambly ditch beyond, only a few fading patches of pale yellow still showed among the dog's mercury and oak tree roots. On the other side of the fence, the upper part of the field was full of rabbit holes. In places the grass was gone altogether and everywhere there were clusters of dry droppings, through which nothing but the ragwort would grow.",478,0743277708,eng,1972,https://covers.openlibrary.org/b/id/6450196-L.jpg,https://openlibrary.org/works/OL2096536W
Foundation,Isaac Asimov,"Psychohistory, Open Library Staff Picks, Life on other planets",4.095563,293.0,"HARI SELDON— … born in the 11,988th year of the Galactic Era; died 12,069.",240,9789752730335,eng,1951,https://covers.openlibrary.org/b/id/14612610-L.jpg,https://openlibrary.org/works/OL46125W
"Maria; or, The Wrongs of Woman",Mary Wollstonecraft,"Fiction, Women, Biography",,,"MARY, the heroine of this fiction, was the daughter of Edward, who married Eliza, a gentle, fashionable girl, with a kind of indolence in her temper, which might be termed negative good-nature: her virtues, indeed, were all of that stamp.",157,1513220551,ger,1799,https://covers.openlibrary.org/b/id/314559-L.jpg,https://openlibrary.org/works/OL849217W
Dumb Witness,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators",4.0,11.0,MISS Arundell died on May 1st.,256,9780002441605,eng,1937,https://covers.openlibrary.org/b/id/14578123-L.jpg,https://openlibrary.org/works/OL472189W
The Narrative of Arthur Gordon Pym,Edgar Allan Poe,"Fiction, Young men, Stowaways",4.285714,7.0,My name is Arthur Gordon Pym.,202,1520637454,eng,1838,https://covers.openlibrary.org/b/id/7160877-L.jpg,https://openlibrary.org/works/OL40962W
Jamaica Inn,Daphne du Maurier,"Fiction, Smugglers, Detective and mystery stories",4.0,4.0,IT WAS a cold grey day in late November.,304,0708901980,eng,1936,https://covers.openlibrary.org/b/id/8765960-L.jpg,https://openlibrary.org/works/OL36632W
Cat Among the Pigeons,Agatha Christie,"Fiction, Mystery, Boarding schools",4.0,14.0,"ABOUT two months earlier than the first day of the summer term at Meadowbank, certain events had taken place which were to have unexpected repercussions in that celebrated girls' school.",256,9780061716461,eng,1959,https://covers.openlibrary.org/b/id/12852588-L.jpg,https://openlibrary.org/works/OL471641W
Dead Man's Folly,Agatha Christie,"Fiction, Historical Fiction, Mystery",3.8,10.0,"IT was Miss Lemon, Poirot's efficient secretary, who took the telephone call.",217,0671811266,eng,1956,https://covers.openlibrary.org/b/id/6985969-L.jpg,https://openlibrary.org/works/OL471713W
Cannery Row,John Steinbeck,"Community life, Fiction, Open Library Staff Picks",4.3125,32.0,No description available,188,0330241451,dan,1945,https://covers.openlibrary.org/b/id/100939-L.jpg,https://openlibrary.org/works/OL23199W
"Danny, The Champion of the World",Roald Dahl,"Criminals, Adventure stories, Juvenile fiction",4.2285714,35.0,"WHEN I WAS four months old, my mother died suddenly and my father was left to look after me all by himself.",208,0141805897,chi,1975,https://covers.openlibrary.org/b/id/6794243-L.jpg,https://openlibrary.org/works/OL45865W
Bonjour tristesse,Françoise Sagan,"French fiction, Translations into Russian, Fathers and daughters",3.9565217,23.0,A STRANGE MELANCHOLY pervades me to which I hesitate to give the grave and beautiful name of sorrow.,154,9782253004295,eng,1954,https://covers.openlibrary.org/b/id/52680-L.jpg,https://openlibrary.org/works/OL584333W
The Incredible Journey,Sheila Burnford,"Adventure and adventurers, Fiction, Juvenile fiction",3.9310346,29.0,This journey took place in a part of Canada which lies in the northwestern part of the great sprawling province of Ontario.,145,9780553151725,und,1960,https://covers.openlibrary.org/b/id/14539398-L.jpg,https://openlibrary.org/works/OL2562769W
Baron Trump's Marvelous Underground Journey,Ingersoll Lockwood,"Fiction, general, Metaphysics",3.0,2.0,"BULGER was not himself at all, dear friends.",229,9798599665656,eng,1893,https://covers.openlibrary.org/b/id/800738-L.jpg,https://openlibrary.org/works/OL8883287W
The Shining,Stephen King,"Fiction, horror fiction, demonology",4.1771216,271.0,Jack Torrance pensou: Babaquinha pomposo.,506,6073118392,eng,1977,https://covers.openlibrary.org/b/id/12376585-L.jpg,https://openlibrary.org/works/OL81633W
Murder is Easy,Agatha Christie,"Police, Superintendent Battle (Fictitious character), Fiction",4.111111,9.0,England! England after many years!,223,1444802941,eng,1853,https://covers.openlibrary.org/b/id/14575757-L.jpg,https://openlibrary.org/works/OL472582W
The Mammoth Hunters,Jean M. Auel,"Fiction, Prehistoric peoples, Ayla (Fictitious character)",4.0,20.0,"Trembling with fear, Ayla clung to the tall man beside her as she watched the strangers approach.",723,8495354128,eng,1611,https://covers.openlibrary.org/b/id/12518492-L.jpg,https://openlibrary.org/works/OL2746372W
The Maltese Falcon,Dashiell Hammett,"Fiction, mystery & detective, general, San francisco (calif.), fiction, California, fiction",3.40625,32.0,"Rahang Samuel Spade panjang dan kurus, dagunya yang lancip bertengger di bawah mulutnya yang juga agak melancip di bawah",254,9781408231920,eng,1929,https://covers.openlibrary.org/b/id/998587-L.jpg,https://openlibrary.org/works/OL47266W
They Came to Baghdad,Agatha Christie,"English Spy stories, Fiction, Mystery",4.6666665,3.0,Captain Crosbie came out of the bank with the pleased air of one who has cashed a cheque and has discovered that there is just a little more in his account than he thought there was.,256,9780816146062,eng,1951,https://covers.openlibrary.org/b/id/12846782-L.jpg,https://openlibrary.org/works/OL472215W
Germinal,Émile Zola,"Fiction, Strikes and lockouts, Coal miners",4.3076925,13.0,"OVER the open plain, beneath a starless sky as dark and thick as ink, a man walked alone along the highway from Marchiennes to Montsou, a straight paved road ten kilometers in length, intersecting the beetroot-fields.",498,9786054836628,eng,1885,https://covers.openlibrary.org/b/id/8236935-L.jpg,https://openlibrary.org/works/OL118986W
It,Stephen King,"coming of age, thrillers, suspense",4.082988,482.0,"The terror, which would not end for another twenty-eight years-if it ever did end-began, so far as I know or can tell, with a boat made from a sheet of newspaper floating down a gutter swollen with rain.",1168,9788560280940,eng,1986,https://covers.openlibrary.org/b/id/8569284-L.jpg,https://openlibrary.org/works/OL81613W
Roughing It,Mark Twain,"19th century, American Authors, Biography",4.2,5.0,"Mój brat otrzymał nominację na sekretarza Terytorium Newady; był to urząd świetny, skupiający w sobie obowiązki i honory skarbnika, kontrolera generalnego, sekretarza stanowego, a także gubernatora w nieobecności tego ostatniego.",558,9780486427041,fre,1872,https://covers.openlibrary.org/b/id/9165528-L.jpg,https://openlibrary.org/works/OL54059W
Voskresenīe,Лев Толстой,"Continental european fiction (fictional works by one author), Fiction, general, Fiction, historical, general",4.5,14.0,"THOUGH hundreds of thousands had done their very best to disfigure the small piece of land on which they were crowded together: paving the ground with stones, scraping away every vestige of vegetation, cutting down the trees, turning away bird and beasts, filling the air with the smoke of naphtha and coal-still spring was spring, even in the town.",499,3458324917,eng,1899,https://covers.openlibrary.org/b/id/6309101-L.jpg,https://openlibrary.org/works/OL457760W
Fables,Jean de La Fontaine,"French Fables, Translations into English, Fables",4.2222223,9.0,A Grasshopper gay,222,9780252031441,eng,1678,https://covers.openlibrary.org/b/id/976209-L.jpg,https://openlibrary.org/works/OL50348W
